X,Y
25,162
19,74
159,43
44,192
36,193
86,58
84,193
10,137
104,28
32,165
24,48
150,142
146,152
170,107
105,83
102,80
57,101
129,57
54,27
174,101
54,49
167,195
120,131
76,21
157,172
111,49
69,180
145,62
194,75
43,67
199,37
184,98
198,122
141,89
195,33
158,199
179,179
123,88
108,37
43,187
53,26
146,92
89,159
120,132
33,48
44,150
29,23
157,15
25,29
98,40
117,147
49,154
56,128
129,117
111,153
146,117
135,165
188,73
175,71
6,72
39,186
160,176
100,158
51,164
116,15
139,35
80,169
38,133
108,80
113,1
75,40
71,142
4,118
4,112
149,57
99,90
8,32
194,63
97,151
40,34
5,141
107,116
156,76
198,64
89,130
49,172
80,164
128,7
67,73
140,47
127,144
18,54
55,118
41,183
40,97
19,140
11,92
46,87
80,127
17,184
18,138
41,192
29,77
192,48
82,25
115,112
51,77
128,193
176,2
10,170
9,118
62,179
142,16
22,59
164,57
146,172
187,25
20,166
69,46
162,44
83,172
88,91
59,52
96,50
95,56
8,57
105,180
139,138
89,116
160,19
179,139
116,184
89,12
66,10
61,192
141,174
124,171
149,177
137,72
181,173
118,70
10,41
152,36
25,93
180,67
129,19
11,121
122,1
91,183
114,84
121,147
42,195
71,110
84,132
176,87
80,149
109,31
130,68
68,180
151,33
6,187
194,44
160,82
37,106
13,191
160,19
166,173
15,191
137,150
127,52
33,162
46,110
176,166
82,147
130,69
39,142
9,146
30,123
105,39
53,189
26,94
67,74
197,65
183,150
9,92
197,109
122,60
11,119
86,111
80,191
177,179
157,57
161,164
41,6
25,5
190,57
23,164
152,183
68,128
79,32
46,123
97,190
118,145
191,78
82,82
158,142
40,2
138,70
56,187
98,91
65,62
195,82
122,140
133,65
29,40
160,125
15,196
43,87
112,107
51,45
106,42
138,103
165,163
0,140
148,10
58,22
159,7
14,77
121,136
3,88
197,50
164,192
167,104
33,78
189,36
110,60
34,154
184,150
196,84
54,178
113,28
128,136
11,157
137,26
64,97
103,127
90,128
31,1
147,134
54,119
29,146
99,128
98,82
88,110
189,77
184,169
38,152
188,95
193,124
29,157
131,193
43,30
133,175
29,184
191,145
64,58
21,167
131,150
117,39
11,102
16,71
65,197
190,2
80,71
165,58
53,127
21,175
13,102
143,129
114,145
190,117
157,164
43,190
19,162
11,60
107,12
37,53
173,29
69,117
72,194
126,168
101,0
190,43
71,18
13,99
117,108
128,154
74,120
194,101
76,13
131,97
36,188
195,26
140,36
33,164
198,29
103,0
35,108
52,2
86,17
94,1
30,149
33,149
23,38
139,27
94,176
85,49
121,34
121,12
83,141
112,58
104,29
35,14
36,142
191,30
167,121
184,84
161,46
112,123
126,75
1,43
164,95
107,92
55,164
129,30
18,120
126,1
170,17
15,109
83,48
96,69
34,181
126,60
14,11
107,132
121,161
43,45
149,122
112,15
148,85
123,153
2,189
129,118
48,34
139,25
56,151
116,77
23,146
168,63
104,9
76,39
61,156
138,97
162,114
28,198
184,65
190,97
98,141
185,54
73,42
122,198
113,21
162,136
154,104
110,34
90,164
4,183
114,197
38,150
80,148
105,114
6,57
173,24
50,142
48,29
61,117
119,85
22,81
179,125
122,125
45,130
29,190
183,176
185,175
149,25
42,114
155,194
105,64
35,182
29,70
82,24
180,88
151,124
191,123
177,197
113,71
166,139
68,2
32,123
101,109
59,53
26,22
192,33
118,105
164,180
116,159
6,195
2,154
148,15
69,101
64,148
191,157
62,165
13,162
11,187
15,12
49,110
63,139
57,138
41,3
81,22
47,90
178,159
87,29
137,9
4,198
67,180
116,145
135,173
73,143
196,16
10,168
140,197
151,121
119,155
173,137
4,175
95,30
3,32
67,95
152,95
22,105
157,29
155,90
25,143
99,35
197,170
136,194
121,68
142,42
99,141
147,61
60,121
12,6
102,147
168,9
42,125
164,36
115,148
116,164
57,18
34,193
193,129
117,119
163,195
1,172
182,109
155,80
128,159
144,48
2,115
129,151
22,61
124,39
57,84
80,87
191,193
144,168
97,26
197,26
59,9
86,98
45,100
36,25
64,108
88,80
122,35
65,159
141,84
40,23
160,51
81,42
81,178
56,69
47,9
125,74
27,48
87,29
103,174
75,197
27,62
22,81
126,63
107,196
92,182
31,150
7,3
78,100
95,194
48,125
142,88
63,111
57,131
142,35
1,14
3,170
113,4
12,82
108,151
5,129
142,188
42,95
5,78
68,17
133,47
190,11
95,77
53,148
134,150
195,155
187,195
118,149
192,43
159,39
16,19
92,164
151,121
123,134
65,169
134,116
107,91
33,182
52,78
195,164
119,172
101,94
56,140
194,95
139,61
166,22
136,93
85,119
142,60
125,188
78,103
135,91
106,32
113,141
129,111
150,178
33,25
173,25
161,190
4,161
167,30
2,106
38,34
188,187
129,143
174,125
106,96
49,100
166,191
50,55
146,54
119,126
106,96
87,44
100,195
170,1
94,147
64,84
7,8
161,116
35,113
150,128
95,68
20,13
32,90
191,72
156,177
161,195
0,72
38,174
155,79
113,193
125,108
12,86
171,22
16,96
136,60
152,71
134,68
195,126
2,116
122,197
174,86
160,83
95,125
21,195
13,173
174,73
97,45
145,168
92,111
38,15
104,118
68,144
24,122
128,38
90,159
146,95
105,16
92,93
137,197
53,44
114,31
75,44
171,85
106,20
72,21
67,179
16,15
57,55
1,187
26,125
30,191
159,116
195,163
91,18
24,171
169,97
142,59
183,44
32,51
105,153
144,42
137,45
59,20
35,51
113,190
177,145
63,19
184,127
0,15
25,165
191,97
55,199
123,190
157,48
194,91
47,91
86,34
173,102
185,182
170,87
192,95
127,134
23,90
64,187
101,149
7,159
84,143
2,167
167,190
110,164
18,1
13,13
105,183
187,40
69,104
16,144
188,71
151,174
71,153
111,99
6,30
54,115
125,114
8,8
75,69
42,148
114,78
19,101
50,33
60,26
87,195
88,43
162,151
34,153
55,92
35,106
67,23
61,146
187,195
154,54
131,112
140,92
181,154
176,92
67,135
126,58
111,114
40,113
182,27
49,195
156,27
95,95
44,102
141,130
181,83
86,62
35,167
61,100
115,101
182,96
28,162
71,66
115,114
148,116
104,27
181,61
131,96
124,2
96,97
192,44
106,120
164,0
164,25
132,116
84,71
56,121
140,81
25,194
115,117
3,148
152,24
191,69
185,129
148,192
20,126
75,56
143,112
88,122
125,104
45,179
179,199
117,171
123,4
16,40
199,101
69,170
18,2
185,17
190,181
137,85
152,198
48,130
27,135
168,6
83,122
79,38
182,57
151,1
113,198
18,174
173,151
14,75
90,136
5,154
134,160
129,74
188,185
143,56
43,21
32,135
134,84
63,144
80,93
70,73
2,16
131,29
35,117
76,131
141,60
13,113
78,110
5,21
164,183
198,113
6,193
124,19
88,20
64,62
126,194
7,119
53,99
119,82
174,165
183,39
35,175
9,89
28,171
30,163
166,10
119,126
9,51
177,115
173,29
138,100
114,147
166,38
29,40
148,153
132,116
109,184
58,186
182,116
196,61
86,154
114,65
168,157
20,28
115,56
133,47
54,193
158,113
144,69
7,124
141,172
146,181
159,34
28,17
110,68
29,126
3,172
79,29
88,181
26,2
193,150
70,132
158,61
126,92
15,28
159,85
151,48
83,19
50,46
45,12
83,82
138,59
183,23
186,128
46,166
57,153
177,132
34,17
145,14
161,131
116,115
1,195
55,119
152,21
173,25
196,3
34,74
43,134
102,183
162,25
119,117
133,25
96,160
111,148
142,160
13,188
47,88
117,93
1,5
91,46
80,140
89,155
136,123
76,9
18,93
185,154
118,123
54,122
61,22
135,73
56,30
44,107
71,195
95,111
52,42
13,39
1,84
1,100
174,132
88,24
131,8
85,59
66,193
102,56
40,66
15,4
191,168
41,95
50,179
166,21
51,100
169,44
59,42
23,148
56,183
29,182
15,177
183,192
178,17
98,117
81,43
61,18
90,188
41,150
125,28
196,19
100,101
128,46
137,106
140,45
44,102
106,126
95,108
32,151
79,115
162,82
101,61
24,27
157,51
94,132
97,5
78,56
97,84
133,91
169,128
182,78
53,142
25,38
9,80
101,73
184,139
128,191
13,161
183,166
1,0
66,39
150,186
4,137
1,135
61,163
165,129
190,194
23,112
145,152
10,107
162,73
55,135
191,34
77,50
147,149
82,43
184,188
96,109
45,44
42,65
28,127
159,92
165,108
121,27
46,120
59,149
77,104
29,130
76,99
114,46
116,162
94,71
152,82
188,49
2,41
132,122
182,91
176,72
16,169
85,48
150,164
191,113
178,75
150,95
148,114
50,152
103,63
182,23
184,122
66,25
127,105
52,123
34,178
25,148
36,194
129,35
40,152
107,119
65,58
132,104
106,21
88,66
48,73
168,191
23,162
157,151
155,196
147,106
67,9
156,154
156,69
48,185
141,34
143,83
152,80
146,187
143,111
137,155
124,48
47,92
115,174
121,199
45,191
185,36
11,197
63,75
164,144
125,79
173,81
142,114
150,167
100,110
188,168
138,196
66,92
65,10
24,128
173,33
181,24
49,184
90,163
59,0
148,175
165,15
176,96
101,157
57,16
45,74
39,130
62,123
16,141
124,132
107,113
40,143
197,12
15,175
148,199
25,41
29,183
61,155
62,163
84,79
78,32
163,99
160,126
157,18
82,39
65,25
30,141
84,185
186,9
158,1
133,124
185,14
147,39
19,17
195,171
117,115
179,138
174,156
112,76
135,176
18,120
191,154
164,59
39,34
149,105
138,48
126,50
86,174
176,134
77,16
193,47
56,142
21,103
142,36
80,154
29,112
58,153
122,114
36,79
143,164
191,96
37,97
35,124
127,79
199,119
143,178
87,116
121,134
180,43
181,15
69,13
111,13
142,171
56,96
150,177
170,125
112,31
73,187
80,85
188,132
103,17
191,113
180,187
82,63
21,91
67,104
186,19
139,136
2,198
111,93
78,190
90,43
60,27
131,143
74,182
78,102
194,44
88,133
199,196
154,105
91,113
145,150
114,185
38,91
149,67
164,167
137,40
136,54
159,87
187,10
23,53
98,101
1,168
72,0
14,185
199,97
150,167
59,22
101,3
182,189
75,5
60,91
136,166
83,181
179,112
176,187
147,1
147,19
102,18
91,126
92,154
8,100
21,113
94,3
65,34
101,109
86,122
199,60
25,72
71,190
12,95
51,64
171,2
7,128
104,179
129,137
185,65
33,104
130,103
75,140
47,42
16,186
127,75
151,122
157,42
122,92
121,39
65,169
139,32
6,116
81,29
182,9
118,19
103,67
52,112
30,162
115,190
61,167
157,27
30,176
98,12
110,129
97,102
4,175
140,84
163,32
90,36
89,180
133,156
139,146
12,48
185,40
198,160
122,22
130,133
190,198
21,80
133,22
194,172
119,115
105,161
7,185
42,153
34,73
118,27
148,143
183,32
161,28
181,187
111,54
3,197
88,141
61,106
87,91
16,46
189,36
179,170
41,119
115,174
55,66
68,140
90,20
147,63
0,129
108,8
93,132
136,13
162,99
74,92
105,31
137,53
132,92
167,14
119,115
15,8
40,150
156,197
76,148
136,44
196,32
42,149
72,80
141,71
184,42
194,115
19,27
25,73
183,29
91,15
72,186
108,124
24,120
168,102
185,115
118,114
105,53
199,193
74,43
155,108
44,127
182,89
123,182
19,54
15,146
71,40
87,152
157,24
22,63
98,179
107,18
123,36
121,99
189,88
194,83
69,165
184,110
5,5
132,83
80,30
15,72
74,130
52,114
134,105
24,168
56,74
131,199
144,110
53,139
11,179
96,197
171,41
102,176
66,136
80,66
27,151
146,96
162,187
2,141
27,54
30,192
6,121
160,162
164,150
159,105
183,19
152,91
45,119
70,176
197,112
51,53
115,4
196,14
36,177
133,98
115,147
4,145
135,12
92,139
124,48
173,199
90,98
132,90
136,153
177,0
49,159
39,133
73,32
82,126
54,40
103,11
167,164
171,113
177,27
198,96
143,182
15,151
165,109
147,121
141,96
96,100
44,3
115,42
66,155
65,58
183,27
31,30
27,50
162,184
15,92
57,139
112,146
128,56
37,197
73,33
100,73
66,18
73,20
122,184
105,119
142,192
176,153
18,38
171,166
28,97
1,156
17,115
130,119
105,99
7,98
80,145
110,199
44,135
47,115
98,99
107,162
24,71
49,180
139,125
61,81
7,4
163,10
189,59
18,68
92,173
165,18
47,10
159,5
64,181
173,91
48,139
95,79
63,26
54,131
184,176
108,162
96,33
125,80
142,153
0,15
104,114
83,22
48,155
184,177
98,25
124,195
183,145
173,1
79,193
108,88
21,115
55,59
83,142
191,48
176,75
196,148
76,197
90,114
161,35
7,84
171,4
55,68
6,193
190,141
63,114
64,26
64,69
19,149
30,90
175,166
195,49
196,78
195,46
6,48
85,77
41,100
132,198
107,189
30,132
77,150
185,161
2,110
84,124
191,100
26,15
159,85
189,191
133,92
137,62
169,168
16,66
62,52
171,105
138,68
175,173
164,137
124,59
198,108
66,83
150,150
126,138
62,81
192,132
155,190
11,147
186,120
169,168
134,96
47,56
181,178
170,129
107,83
84,194
42,185
135,67
197,83
106,38
61,172
33,179
90,77
138,47
55,98
96,87
187,178
193,127
118,164
73,97
12,193
142,199
189,132
156,63
5,164
193,112
81,194
109,81
15,19
112,148
81,24
96,50
12,75
189,78
29,30
83,100
99,189
122,128
132,4
191,63
96,110
165,86
169,73
130,90
74,36
3,22
194,150
40,124
65,80
183,71
99,130
45,83
85,160
189,192
37,79
52,127
6,69
116,166
168,154
81,178
61,99
34,140
17,73
137,87
162,163
106,36
132,34
143,176
177,35
49,189
26,155
0,15
9,187
52,30
87,21
113,178
131,117
72,28
76,74
33,115
99,148
21,117
157,101
71,8
103,197
48,117
88,46
175,114
75,142
130,2
34,62
136,157
32,166
187,147
66,15
19,89
98,78
37,54
157,101
67,191
130,140
74,25
86,24
120,195
14,49
91,49
81,141
97,93
125,31
87,76
59,9
53,164
11,24
67,133
68,8
167,91
42,39
70,144
153,60
38,116
52,19
7,7
0,4
62,26
151,178
88,5
42,122
166,122
113,72
191,170
2,194
2,137
164,196
53,199
67,178
1,20
194,176
163,141
27,46
113,149
197,26
38,35
174,130
180,43
6,126
110,87
27,90
116,12
185,36
66,198
3,5
87,147
57,71
196,119
126,143
148,41
120,91
81,182
58,5
191,138
157,116
52,44
106,97
61,158
169,178
142,94
13,31
62,161
28,43
42,122
167,90
154,19
60,104
92,90
119,195
72,22
186,131
129,131
110,43
115,142
186,143
92,96
140,138
199,89
65,140
54,40
95,198
153,76
169,129
72,16
26,128
124,65
37,32
167,14
87,196
156,181
29,158
68,66
170,126
130,47
31,199
79,14
50,188
137,87
189,74
83,127
158,164
27,140
88,182
82,76
99,56
152,91
99,82
61,187
113,172
10,28
74,104
42,157
167,159
187,28
66,33
182,103
190,49
173,196
30,147
58,174
185,5
108,170
34,196
11,21
69,147
69,180
165,127
136,184
71,61
182,184
38,165
126,87
148,66
189,17
30,199
164,88
185,165
43,61
69,7
111,32
54,48
1,110
170,103
7,94
5,98
168,146
1,15
86,152
95,24
130,134
176,132
43,110
42,12
74,108
198,130
22,135
172,95
114,136
70,48
179,56
68,4
47,44
175,107
4,147
195,167
61,21
40,88
175,4
58,75
171,82
160,122
159,144
49,120
102,15
184,68
118,177
161,162
169,132
139,192
64,139
181,112
190,34
164,113
137,19
169,190
194,41
21,6
108,81
164,88
15,148
159,17
27,119
158,189
17,13
57,46
121,46
5,118
102,178
196,77
132,156
27,31
107,70
82,2
71,189
72,186
71,125
7,42
7,96
50,149
29,75
95,161
57,0
49,196
51,91
179,44
60,183
52,85
181,53
168,168
67,136
100,42
65,120
13,106
47,2
181,198
8,19
124,25
14,32
129,43
61,45
102,70
6,184
105,8
128,76
96,50
103,108
124,42
98,111
115,140
171,5
64,116
72,48
177,111
144,68
180,21
54,104
173,156
145,90
20,66
176,62
33,135
175,19
197,76
54,94
2,196
52,4
70,177
31,94
83,147
194,46
179,24
51,57
121,149
20,97
199,86
119,194
183,9
110,87
88,23
191,167
14,142
15,155
88,171
177,175
49,53
32,144
67,12
163,162
66,156
137,37
63,191
63,2
46,168
131,61
103,66
147,185
172,90
196,151
4,75
138,160
20,67
108,190
19,130
69,77
80,148
14,193
25,181
162,56
160,116
129,67
30,113
197,118
75,150
164,161
47,194
177,136
188,38
166,192
91,57
98,44
91,46
133,33
11,4
101,67
81,175
187,195
157,127
110,23
115,128
181,160
133,2
165,0
88,97
133,26
65,76
68,145
24,100
170,183
75,183
136,177
90,49
145,128
47,137
192,34
117,116
5,198
153,37
116,131
79,1
102,159
29,64
62,121
77,111
103,34
167,157
60,47
115,187
4,108
137,176
21,102
194,53
78,96
31,107
71,126
2,53
12,179
42,182
34,177
172,45
47,35
58,24
31,190
180,37
7,115
8,183
153,78
46,64
198,9
141,63
94,48
138,96
102,58
128,68
110,95
5,7
22,6
82,22
72,186
126,161
106,0
128,173
47,44
63,136
72,49
33,123
193,104
29,39
57,104
77,118
124,86
20,5
192,119
50,189
93,185
120,185
13,193
108,40
76,128
128,59
35,146
154,102
2,16
171,59
92,111
8,113
8,108
19,71
155,69
99,43
22,96
93,19
15,182
187,157
177,177
181,151
35,43
24,183
71,196
156,140
65,116
47,39
92,60
52,110
163,36
84,54
168,158
174,77
192,175
63,111
90,74
114,178
85,34
131,60
191,140
103,102
142,119
70,4
153,122
141,35
86,83
45,126
90,138
15,91
63,184
88,179
29,33
30,27
40,173
54,83
0,69
73,41
96,98
56,180
184,182
42,1
168,144
65,187
78,168
67,169
83,70
106,199
192,25
88,133
34,39
123,65
43,116
24,41
198,198
56,3
78,99
179,178
136,127
181,113
71,1
63,78
21,66
93,93
94,115
113,25
122,196
50,148
174,111
189,162
3,39
98,29
170,18
109,91
59,27
189,62
135,139
82,85
111,189
124,174
146,7
122,179
62,195
178,37
37,151
120,151
86,87
77,10
119,182
29,73
119,176
166,170
71,173
37,139
111,185
136,195
115,50
198,187
139,62
179,116
119,39
123,169
149,69
104,82
48,155
89,140
40,185
148,52
142,81
18,143
59,173
169,2
79,131
88,128
0,51
146,148
193,39
194,69
51,111
123,131
42,165
79,14
122,189
174,96
68,5
104,111
173,159
53,6
86,165
113,32
134,0
14,115
26,169
112,101
140,158
119,22
171,190
166,96
151,143
126,84
48,6
22,69
126,83
193,147
182,187
148,12
100,46
56,68
131,162
33,163
181,68
20,182
65,149
114,44
109,117
124,184
182,17
123,124
190,165
45,68
149,26
135,151
49,21
0,67
35,123
98,181
165,88
114,146
121,169
96,99
21,68
23,197
33,163
67,144
63,66
15,170
130,57
129,0
100,116
29,134
86,69
51,2
178,87
164,109
140,198
101,53
140,156
98,161
43,116
41,147
18,63
138,150
69,120
4,150
179,119
71,152
131,170
27,103
26,137
5,58
187,99
39,159
63,138
17,195
58,6
32,141
182,169
30,39
22,128
16,112
93,162
35,155
41,57
160,142
186,74
117,114
50,72
182,44
93,164
64,54
61,174
190,33
138,155
109,187
24,138
3,68
178,79
159,145
163,94
8,3
156,115
10,33
73,82
106,18
135,123
64,35
140,35
198,120
82,172
90,75
137,27
126,6
69,160
24,131
88,148
173,137
79,29
120,94
179,101
197,171
91,160
115,150
141,5
188,181
186,151
8,158
187,84
192,38
119,173
196,186
140,63
74,52
196,196
18,66
151,133
193,155
186,44
51,127
193,90
43,88
174,20
114,150
2,55
50,66
116,194
74,85
105,139
8,37
137,142
122,116
147,21
64,80
37,183
4,184
81,159
7,172
118,67
97,189
128,30
13,198
78,120
155,108
46,103
109,176
125,120
137,175
30,36
145,196
75,188
190,150
149,128
59,91
136,69
20,113
40,67
138,112
195,151
54,184
165,52
20,179
33,42
87,50
79,1
12,96
183,80
151,93
15,146
178,198
131,163
172,12
197,22
170,140
70,39
96,68
145,17
167,181
136,95
155,76
116,129
83,123
189,198
130,112
133,67
50,179
168,123
181,168
145,1
56,75
125,185
188,104
163,136
27,185
90,99
4,83
144,130
139,120
42,47
118,76
120,57
61,0
162,44
57,43
72,157
88,163
155,122
85,41
192,102
152,146
3,127
81,57
51,87
68,178
102,132
25,144
48,182
176,125
123,32
26,7
112,182
42,137
165,172
71,151
31,3
8,156
103,124
37,177
0,23
8,106
41,185
85,80
139,146
63,183
126,43
191,84
152,187
192,149
151,157
128,66
56,121
117,48
184,158
154,55
183,150
26,36
61,76
124,92
61,104
166,102
17,14
75,127
48,37
3,39
161,184
110,73
105,41
36,101
165,161
172,18
132,155
42,97
170,116
89,91
1,93
75,18
60,135
17,17
112,99
165,89
98,143
38,138
126,64
22,77
163,190
175,154
169,143
118,184
176,195
18,67
148,192
166,98
141,9
6,110
99,22
153,132
76,166
167,35
24,158
185,53
32,31
186,78
106,194
47,158
61,158
37,152
80,147
186,171
24,136
53,45
130,115
137,141
154,65
76,36
186,120
131,79
163,106
76,148
158,98
135,10
86,34
18,108
97,41
72,171
141,66
91,99
33,184
109,70
115,124
153,24
182,89
75,197
48,129
55,100
12,167
67,43
166,44
59,102
19,143
78,87
51,8
184,193
19,1
2,162
58,129
53,106
147,199
122,20
165,149
195,172
31,5
122,198
161,148
171,39
32,26
95,162
56,167
177,62
124,115
89,39
187,124
89,98
2,52
56,90
164,78
197,101
45,65
110,68
135,190
144,199
186,11
28,36
19,40
114,166
114,154
147,76
29,119
89,70
120,134
133,115
199,143
94,198
147,58
2,38
56,124
58,19
136,90
15,134
27,34
199,50
42,66
68,125
2,62
93,172
140,48
134,130
48,170
98,92
79,158
27,168
161,62
158,34
9,99
170,80
110,124
13,19
25,179
198,9
75,45
150,187
32,27
75,116
190,192
158,157
98,139
68,183
47,89
66,64
94,142
134,6
75,84
146,73
88,61
95,32
23,123
75,182
151,126
84,93
29,11
179,198
189,163
30,98
158,145
150,87
189,121
136,97
128,72
198,111
159,136
26,34
49,131
70,65
79,24
109,130
2,32
196,167
78,199
185,181
143,186
82,174
56,45
13,91
156,158
70,137
144,140
101,106
107,78
199,171
27,26
178,3
18,115
140,161
49,109
149,103
89,78
87,82
104,142
47,77
82,79
116,149
140,189
107,69
130,66
55,178
94,46
157,41
194,43
5,112
156,35
156,185
91,49
43,199
97,195
31,147
179,180
71,125
10,44
193,173
36,179
182,86
8,0
12,75
28,91
80,6
34,94
182,69
74,183
32,156
131,81
69,148
95,18
145,22
194,139
57,88
92,92
34,66
5,97
132,97
107,145
38,60
93,9
66,148
104,48
101,189
27,153
147,120
153,195
165,58
41,59
139,12
41,191
7,29
193,163
134,63
147,95
23,79
6,5
25,183
142,163
178,160
145,12
56,143
158,116
53,53
149,98
68,37
153,161
188,189
11,79
30,128
54,122
89,51
118,54
118,24
92,188
136,145
62,74
144,193
57,139
88,191
118,114
6,32
154,71
6,29
56,131
19,24
100,95
43,48
186,31
156,12
134,168
149,115
13,139
11,194
48,100
70,100
189,126
72,13
172,113
174,85
179,107
156,27
168,117
12,113
6,56
18,181
197,139
71,54
64,165
148,113
30,134
85,81
77,73
129,66
105,68
199,89
170,154
151,4
130,24
196,7
135,183
45,147
2,85
161,139
163,25
175,124
173,56
38,28
196,13
112,97
166,83
3,61
56,55
145,103
70,115
40,83
79,188
192,2
177,11
55,105
156,108
21,29
123,128
62,131
174,101
192,9
171,21
90,118
25,165
148,156
188,104
75,69
191,77
36,184
170,61
158,196
171,182
16,83
5,85
173,144
47,113
121,97
31,124
90,194
161,29
34,101
68,21
100,22
141,143
64,170
185,192
150,25
179,56
66,189
70,159
13,11
164,57
46,194
165,111
6,171
136,183
198,31
135,22
10,109
186,84
82,10
76,19
37,123
172,93
87,113
38,33
37,72
23,195
164,97
178,139
11,147
47,37
23,28
11,90
182,137
182,158
199,143
24,69
122,22
148,175
93,21
71,59
138,19
160,60
15,105
53,186
101,103
165,161
133,105
63,195
126,156
45,180
87,149
79,167
54,107
70,159
74,56
44,186
76,0
48,57
33,51
14,74
22,162
89,101
179,179
73,78
61,165
162,35
196,19
63,52
0,76
115,87
13,100
5,76
77,50
68,26
40,5
72,111
7,194
5,145
28,30
114,180
48,143
126,76
37,122
18,143
133,90
148,177
161,82
180,24
128,1
67,169
131,5
30,21
153,119
178,36
91,98
179,76
83,121
153,72
153,132
181,109
3,37
183,187
77,40
22,139
181,134
59,121
192,80
26,158
24,113
175,62
67,60
53,9
173,101
76,105
167,43
87,145
87,92
3,46
163,27
9,71
108,59
107,48
98,99
197,72
56,192
45,78
153,46
159,8
166,180
9,162
111,182
36,64
38,144
74,142
37,176
144,4
134,116
63,94
37,30
0,77
97,39
129,107
152,56
71,81
179,2
31,142
124,112
53,121
26,121
147,13
170,8
64,52
113,8
124,107
181,76
60,41
197,120
177,24
105,83
68,87
150,86
36,194
158,69
97,159
83,173
196,141
17,143
34,138
165,88
99,109
116,5
121,86
87,186
150,141
37,65
124,149
100,104
0,138
197,90
23,20
175,2
11,112
88,150
46,192
125,150
68,55
158,122
163,136
52,107
107,186
36,161
130,36
40,29
162,36
73,68
64,97
96,81
61,60
94,96
183,67
117,18
104,132
102,189
165,109
134,20
58,177
190,174
5,143
55,15
152,40
164,31
133,164
64,133
86,163
110,156
2,13
145,199
134,180
194,130
127,121
165,35
176,65
62,194
185,70
47,108
75,174
66,146
176,57
113,107
171,83
0,58
102,67
193,36
155,171
89,110
169,112
114,38
56,117
26,116
83,2
90,40
128,50
24,99
13,180
131,133
24,94
52,5
37,58
132,15
123,94
198,92
174,133
11,108
95,186
12,51
141,84
177,62
107,181
158,157
139,137
178,38
73,22
71,150
168,189
187,16
160,174
40,143
185,128
164,80
85,78
135,85
16,17
167,72
171,123
64,174
46,74
163,106
90,24
182,127
126,103
148,139
31,66
170,87
57,97
147,155
48,51
7,59
51,188
184,32
150,27
52,67
72,49
124,3
180,91
37,192
46,99
31,198
142,94
167,86
94,181
67,81
55,39
38,70
156,84
118,59
7,137
76,6
76,9
8,141
162,149
144,71
125,14
119,77
162,166
16,63
150,3
98,19
169,90
163,130
182,118
154,108
178,13
61,90
2,108
74,197
131,126
25,13
41,39
143,17
68,191
147,187
102,40
194,33
152,138
75,72
188,162
179,169
146,38
129,30
49,10
88,89
73,172
111,194
33,146
190,172
150,36
61,4
162,176
167,156
139,192
148,125
97,149
151,148
12,114
64,8
149,72
64,20
52,197
138,7
188,87
75,51
131,7
136,52
105,46
83,107
176,3
97,170
56,30
129,42
55,169
65,188
103,70
97,107
17,0
61,139
35,124
82,46
118,198
79,105
50,91
63,14
11,2
99,123
17,162
134,62
10,12
38,171
78,73
130,88
13,61
44,45
100,121
98,38
160,44
119,161
124,129
40,64
90,105
141,178
155,51
37,71
130,125
8,77
112,14
41,140
118,143
23,37
141,7
165,168
132,50
32,171
119,44
95,172
139,69
155,130
161,119
32,74
178,7
180,17
27,113
122,163
99,127
45,162
134,122
40,98
182,154
163,182
95,185
2,154
178,165
65,91
96,12
122,156
82,195
144,89
106,85
181,186
34,48
49,84
191,159
42,85
110,93
93,198
140,141
0,83
11,25
98,114
181,115
146,154
136,132
167,103
170,1
76,134
85,171
100,12
182,195
186,160
0,37
136,56
178,164
191,169
112,4
150,89
150,49
49,39
76,120
187,118
7,18
66,130
46,3
148,175
136,96
181,127
30,196
157,96
176,93
122,133
102,51
77,64
162,37
40,193
170,110
116,183
79,101
137,43
152,189
186,152
46,3
48,102
120,60
92,98
185,136
164,74
98,77
154,166
147,184
83,120
109,25
177,125
194,90
27,154
138,173
171,54
91,111
147,134
20,192
185,154
138,122
115,121
117,41
173,23
141,37
1,11
189,10
190,193
170,90
5,131
127,154
73,36
36,194
91,30
193,5
69,85
108,52
117,135
150,77
193,156
56,142
161,63
198,20
158,105
28,19
110,119
50,144
24,91
59,124
5,18
174,144
104,93
59,65
126,174
108,96
96,171
18,32
69,115
74,133
134,188
131,66
86,53
16,30
134,36
79,147
69,70
48,140
98,106
0,161
136,149
185,30
192,17
195,150
140,131
71,10
190,152
15,69
119,64
12,76
8,112
131,101
126,179
7,75
110,31
2,63
161,79
17,18
42,82
39,26
29,194
51,171
159,171
158,31
66,68
127,162
195,91
124,25
9,145
19,78
194,51
61,92
113,91
197,77
70,90
20,131
161,190
80,136
35,131
165,2
189,153
3,53
81,134
114,176
95,88
25,185
159,61
180,136
162,17
139,9
119,105
187,7
121,3
165,108
128,132
30,0
80,116
167,5
192,71
138,177
23,98
72,187
153,38
64,98
42,62
148,51
81,159
40,107
81,97
172,67
57,124
128,32
172,44
106,22
122,192
40,169
96,54
96,185
152,61
107,41
162,169
75,69
74,62
106,62
178,163
96,4
28,109
191,98
123,23
178,26
20,130
98,101
76,133
155,180
193,100
100,12
3,60
71,51
8,149
95,7
119,28
69,185
117,155
72,101
84,142
128,150
72,37
13,19
160,40
64,14
113,136
125,146
73,45
185,89
153,44
160,73
