X,Y
172,181
18,194
144,146
189,194
153,158
122,174
45,186
29,56
56,101
29,98
171,178
49,141
36,96
56,169
119,154
182,187
103,172
140,157
105,172
48,170
64,73
12,41
109,125
110,195
145,164
94,113
102,105
111,176
58,79
16,129
176,199
12,143
116,158
171,197
125,197
5,12
27,156
14,36
21,94
30,186
130,157
68,158
96,196
34,111
113,194
132,170
13,195
40,191
135,164
73,95
156,159
111,158
29,197
40,150
109,142
76,76
1,71
116,167
199,199
44,73
21,155
92,100
126,195
186,191
150,174
39,176
8,119
45,81
0,147
73,187
7,196
92,103
74,103
55,85
107,165
54,134
126,181
27,94
33,101
146,193
190,193
92,148
157,170
126,190
85,177
168,171
11,99
159,165
50,158
33,157
174,198
174,195
44,156
46,54
9,180
76,84
198,198
120,165
32,84
94,124
103,117
154,193
10,58
128,162
155,181
76,93
178,185
53,142
132,147
37,99
69,135
8,46
190,197
154,172
48,66
179,195
29,123
177,188
70,87
16,194
65,143
18,58
168,176
179,185
115,130
171,176
148,166
146,190
73,133
157,165
84,193
16,104
163,175
49,83
98,125
47,83
183,189
116,178
120,147
123,127
32,94
38,124
10,175
129,177
186,197
27,44
64,90
78,100
197,197
30,196
24,114
180,183
135,195
38,75
145,160
74,124
146,146
152,189
63,85
173,197
149,197
73,191
151,175
77,183
67,185
88,189
114,164
99,104
186,187
152,195
175,195
176,178
130,149
102,174
107,148
55,148
165,169
29,69
189,197
92,147
0,160
140,158
56,159
4,194
166,177
96,154
6,178
69,107
118,179
167,179
164,164
84,123
65,106
192,196
141,169
119,156
194,199
118,195
4,138
41,41
96,149
120,156
92,166
109,158
198,198
34,77
23,102
0,101
112,151
22,185
48,159
44,149
51,198
33,134
152,156
51,94
107,146
181,191
149,195
91,198
89,193
179,187
22,156
55,117
0,145
33,164
28,185
165,166
181,191
142,166
17,65
191,196
25,50
126,136
157,177
130,186
59,159
156,178
6,113
125,157
163,184
182,184
183,185
110,169
143,146
0,121
168,198
63,158
25,48
81,179
137,157
179,195
156,181
64,114
2,37
157,190
23,110
49,95
29,30
28,153
97,156
187,191
63,88
80,153
147,157
47,89
80,127
74,97
153,175
72,104
63,109
108,127
106,136
193,196
55,110
144,180
34,153
148,171
197,198
143,185
72,133
192,194
35,185
68,154
161,185
54,194
34,128
61,197
64,122
77,194
24,90
197,198
89,113
170,188
172,183
6,158
26,162
12,107
30,174
78,195
137,197
46,56
177,183
171,190
60,108
114,148
185,189
144,152
72,147
36,113
138,148
85,153
198,198
36,141
121,137
184,195
65,92
166,169
9,68
95,147
127,162
92,107
130,159
73,113
68,117
50,63
43,139
166,193
105,146
21,75
132,135
154,198
85,97
80,83
52,79
18,81
102,189
101,159
115,183
96,198
45,136
11,127
77,128
106,188
194,196
157,157
65,80
133,138
158,174
155,160
163,193
130,195
168,170
176,185
98,194
76,175
196,197
171,179
89,110
22,184
41,115
108,181
144,149
52,157
85,131
102,122
178,199
93,107
0,100
3,137
28,100
86,141
14,114
193,194
148,170
46,72
185,192
180,184
5,150
30,154
126,131
73,173
93,103
43,110
186,186
8,37
72,77
117,153
116,196
168,173
158,190
113,120
55,66
44,52
184,191
172,180
173,185
82,189
143,187
78,179
5,54
152,168
104,165
115,155
17,41
130,131
191,192
138,194
78,136
82,143
160,176
189,191
159,164
95,133
150,158
61,105
7,175
184,194
60,76
12,86
167,190
112,131
125,183
114,197
176,178
171,199
119,133
168,177
152,152
33,116
145,190
192,197
80,93
37,181
174,189
86,119
72,116
35,144
47,131
6,84
8,171
74,116
14,79
115,121
178,183
198,199
137,181
44,56
99,112
22,179
125,189
15,42
69,104
171,173
129,131
53,135
4,199
29,84
7,66
133,159
44,97
81,118
99,149
91,168
123,146
45,97
163,163
173,184
30,40
193,199
1,59
58,187
162,185
119,140
133,182
72,106
29,102
113,179
193,194
163,185
106,151
29,98
165,195
114,189
85,128
6,54
115,163
135,154
47,116
60,64
180,188
24,110
35,70
103,126
167,186
36,157
62,159
113,198
175,192
8,188
136,176
147,184
88,114
40,164
28,38
143,171
51,97
166,197
54,153
179,183
109,148
176,192
58,67
129,184
99,174
58,130
128,164
15,53
175,181
97,186
177,192
107,163
169,183
119,145
64,156
38,116
39,164
112,130
85,146
131,132
160,165
28,182
172,180
67,136
123,193
21,47
160,174
119,157
101,177
130,152
158,197
13,160
13,129
168,190
125,158
55,192
98,144
131,161
106,165
118,166
110,141
30,125
150,172
140,145
131,174
57,108
17,28
97,155
83,114
153,169
108,154
117,126
164,170
187,192
164,168
139,199
199,199
166,194
96,197
117,188
75,165
87,98
131,152
12,114
7,21
83,85
95,104
70,160
195,196
160,161
134,174
106,109
180,181
174,186
54,188
2,33
52,59
28,43
121,173
80,85
141,152
194,196
116,117
116,133
76,135
88,120
4,154
151,175
51,93
7,94
115,124
118,182
65,72
88,131
62,125
13,80
53,137
166,182
19,21
79,124
28,121
144,174
61,179
191,196
161,193
8,76
100,122
41,52
56,62
16,47
107,194
103,153
123,161
44,55
149,190
101,139
124,169
129,161
63,102
15,40
63,102
112,162
192,196
102,157
180,182
41,82
191,194
144,183
169,180
51,195
168,169
115,174
1,155
132,184
195,199
109,193
80,81
64,176
161,188
64,91
77,94
20,98
136,165
112,157
180,185
172,181
74,140
41,178
37,135
106,135
32,56
34,151
112,128
189,195
175,176
56,162
188,190
136,172
26,119
72,79
112,112
81,101
10,49
138,195
77,195
46,54
62,174
158,188
2,15
42,59
197,199
145,162
158,189
171,186
186,192
48,195
15,187
48,177
141,198
192,199
56,82
174,190
178,194
136,154
33,75
159,191
171,192
106,110
171,198
44,44
134,169
137,169
156,167
38,102
72,187
0,132
150,188
190,196
2,23
70,179
170,188
16,126
4,84
25,50
15,75
120,151
88,143
189,193
1,145
96,154
3,189
130,193
66,164
45,71
115,143
16,175
135,192
140,185
85,111
126,139
156,161
131,164
140,145
87,168
171,185
102,120
77,103
169,190
92,186
164,186
22,158
132,197
69,197
157,162
145,161
89,124
148,178
33,35
40,106
156,166
87,193
8,196
58,172
86,196
114,138
78,112
66,134
113,162
92,170
0,34
124,137
52,187
163,169
117,164
5,67
96,99
10,75
199,199
15,162
51,196
189,195
7,77
174,175
186,194
58,137
2,198
58,165
54,180
131,182
49,146
182,195
18,136
179,184
185,195
173,199
192,192
177,182
100,104
44,103
12,152
81,164
149,157
164,183
128,179
152,177
52,117
166,173
107,149
32,145
126,151
97,168
156,187
199,199
28,187
16,191
177,193
86,103
40,141
21,149
57,159
57,198
143,173
109,173
163,173
127,180
131,151
163,189
81,165
161,164
54,101
177,189
173,188
105,126
39,56
28,146
191,198
160,178
116,129
140,185
21,33
36,162
68,154
6,144
8,9
61,193
138,171
96,186
14,153
85,123
64,101
187,199
77,171
75,190
1,63
20,126
87,143
136,167
10,23
182,199
182,199
96,139
66,162
136,175
39,136
182,196
130,155
63,188
22,59
115,198
134,187
92,141
115,130
198,199
4,103
36,40
74,166
61,197
129,136
185,198
7,173
83,149
98,112
77,99
94,191
7,48
44,91
173,198
159,199
190,191
18,66
161,185
144,194
112,158
52,103
193,196
121,126
67,67
89,108
6,8
29,113
63,184
146,191
46,58
88,132
194,196
45,81
2,49
76,96
70,90
9,105
156,180
0,192
96,132
50,118
165,180
21,98
75,154
47,189
110,185
24,199
10,146
107,143
26,90
139,140
182,188
22,42
29,85
108,142
136,137
31,132
123,168
8,114
35,90
50,194
73,180
139,146
97,103
7,170
58,189
69,98
43,136
112,184
117,187
42,124
181,190
136,156
52,126
0,165
189,194
92,137
46,149
33,68
52,187
94,149
51,180
162,178
147,178
157,187
51,105
95,174
58,93
78,90
158,164
22,140
180,199
83,147
147,149
188,191
93,160
98,127
129,139
198,198
39,188
146,193
5,148
46,197
46,98
96,173
107,120
172,180
118,118
108,159
189,196
40,89
52,192
15,190
185,186
8,182
52,110
193,198
76,193
130,135
50,154
157,189
89,108
114,116
105,144
106,144
156,193
171,184
157,158
142,146
118,175
17,117
11,22
144,163
157,185
103,147
110,188
5,51
9,99
124,195
166,184
163,180
195,195
3,49
147,196
142,147
14,81
8,58
146,164
13,150
31,151
83,148
61,164
55,189
8,51
105,122
24,115
52,105
190,197
193,195
149,165
136,197
127,132
96,172
85,147
50,102
16,106
121,153
190,193
74,199
88,90
146,190
14,196
79,142
92,127
24,104
157,199
162,182
86,197
136,165
154,157
65,194
42,54
68,143
5,180
93,184
97,183
28,187
104,131
73,162
175,176
12,190
2,172
56,171
35,158
22,173
111,177
80,148
192,197
14,184
112,198
193,194
47,60
89,115
140,195
74,152
62,189
159,182
119,188
153,163
147,165
67,183
17,85
85,172
79,120
164,192
134,158
17,22
19,136
102,121
29,115
106,161
26,171
123,134
90,94
96,120
97,112
177,191
191,196
106,139
9,122
142,186
30,169
63,195
159,175
11,180
163,199
199,199
40,84
102,187
24,35
45,191
52,127
146,196
132,168
192,199
90,114
32,114
7,107
125,167
189,198
96,98
178,198
13,104
101,116
114,174
199,199
31,177
48,72
190,191
166,174
145,186
165,198
150,176
78,118
193,197
176,195
153,182
13,126
20,41
154,159
62,80
135,137
188,193
106,123
119,135
20,88
35,69
38,70
187,190
45,175
100,104
155,163
177,179
95,104
29,34
167,188
80,158
139,178
86,122
70,110
18,65
97,138
185,191
157,187
193,196
169,192
52,58
53,139
149,180
56,151
179,186
128,167
104,198
78,140
159,173
46,159
74,161
157,176
89,140
81,179
121,152
156,184
74,185
27,131
126,148
99,108
21,163
62,167
96,116
163,185
162,189
12,79
13,35
105,124
156,188
63,88
7,158
32,139
145,148
199,199
72,143
33,87
167,190
121,131
0,174
113,131
67,70
105,105
134,181
143,143
157,166
162,184
173,187
71,199
16,131
188,188
88,140
42,154
136,161
157,161
0,155
97,120
190,195
177,177
129,140
129,137
10,13
24,64
130,189
173,175
171,179
10,194
109,155
172,185
187,197
10,164
164,164
174,187
31,61
86,154
118,149
17,172
168,178
18,63
105,188
20,36
169,188
127,182
110,130
191,195
148,176
50,97
107,179
33,82
151,174
93,195
141,146
83,85
199,199
191,191
71,176
27,90
197,197
157,166
44,164
87,100
43,82
167,177
42,180
113,145
163,167
171,185
76,78
126,191
110,199
185,199
103,141
148,151
62,126
121,186
161,172
12,86
171,182
1,117
3,146
112,127
188,199
103,125
124,164
25,94
108,120
90,160
128,197
167,182
111,124
109,188
142,161
73,167
54,75
89,144
165,198
198,198
38,135
159,166
12,164
51,62
129,189
20,104
176,183
39,184
193,196
33,144
152,176
169,198
104,193
112,137
174,179
45,152
189,192
1,130
176,194
2,157
103,196
133,151
13,198
104,190
8,123
79,103
96,161
87,169
52,142
60,146
199,199
31,138
87,116
61,107
54,152
117,187
35,181
194,195
105,124
192,198
108,190
83,119
183,185
165,187
122,183
25,198
102,155
129,183
101,106
28,164
99,172
98,150
99,191
71,71
150,183
22,73
135,140
10,86
28,93
60,189
111,119
195,199
192,197
183,186
158,190
164,198
113,115
166,189
94,116
41,193
147,166
36,177
164,188
6,49
28,57
22,69
190,199
113,116
70,128
56,170
13,113
148,165
7,82
19,188
108,190
116,160
98,171
92,93
65,151
62,195
15,109
47,101
145,155
31,147
128,149
58,157
172,196
143,178
9,145
174,184
94,129
27,69
80,163
5,74
165,178
53,112
42,126
104,144
37,86
154,160
191,194
184,197
33,164
1,100
164,167
18,144
174,193
64,175
195,198
99,193
7,161
44,183
165,179
88,190
44,44
16,142
157,182
85,128
112,187
96,199
79,156
102,170
175,194
72,165
148,187
169,186
171,199
13,128
132,189
89,178
119,139
191,198
29,173
40,143
196,197
186,189
41,164
100,183
180,185
118,174
118,153
92,166
84,186
113,128
22,83
53,112
74,196
8,57
90,191
195,196
30,102
146,199
7,17
113,179
26,177
74,107
55,129
44,121
81,187
112,169
99,103
21,161
28,116
63,146
21,110
162,184
194,196
184,188
156,193
69,138
48,161
120,184
67,81
172,178
192,197
45,87
25,27
133,169
76,128
189,190
41,90
69,193
146,183
60,159
33,110
178,198
139,171
175,175
89,125
180,187
104,180
173,191
11,174
41,101
166,176
194,195
22,129
168,172
142,150
114,186
144,177
145,145
142,173
59,79
1,168
170,173
156,185
71,196
159,164
151,161
187,197
33,167
39,62
103,161
58,179
51,100
53,96
139,159
177,195
57,187
130,172
138,190
141,173
137,166
34,56
114,149
149,191
156,161
178,189
25,153
141,150
114,138
195,198
185,192
34,145
150,159
42,165
16,177
90,103
65,86
96,139
197,198
192,198
21,84
113,125
50,92
24,158
73,95
98,170
26,68
133,182
180,198
70,113
101,107
3,126
17,98
148,177
114,169
148,185
86,165
150,154
185,189
165,188
58,177
49,164
136,191
89,107
22,165
138,166
160,183
160,183
76,109
194,197
113,172
44,59
108,153
90,186
99,117
10,176
51,85
195,197
135,149
57,190
144,172
135,173
145,189
168,169
186,189
45,64
145,153
74,152
151,194
26,79
180,198
144,176
41,135
174,180
156,182
59,136
10,127
104,153
41,193
112,172
60,156
88,154
70,157
115,178
134,188
19,103
78,174
194,194
113,127
176,180
47,122
27,134
169,197
126,176
131,136
10,175
145,178
162,197
137,151
4,125
15,36
93,173
88,99
99,153
123,138
22,199
190,192
152,178
166,167
5,7
103,164
173,187
74,142
82,169
45,123
58,117
102,194
124,170
37,140
61,158
31,92
70,149
131,131
96,140
190,195
191,195
50,78
196,196
7,95
131,152
101,142
155,186
164,167
191,195
169,197
86,125
173,182
156,180
62,94
104,106
172,175
163,174
52,194
64,175
45,180
73,103
88,137
81,183
170,198
96,155
11,123
111,137
98,195
69,183
37,170
96,195
161,171
18,53
163,179
199,199
13,44
137,155
57,114
65,105
117,138
178,185
6,79
15,85
172,178
144,163
77,85
143,153
143,189
145,158
94,197
166,169
109,191
125,197
74,153
145,168
94,176
189,198
196,197
191,196
197,198
85,191
163,164
183,198
139,185
78,82
57,170
68,106
193,193
153,190
83,129
89,193
184,188
189,194
182,192
65,104
25,160
84,139
149,191
188,199
80,155
67,96
128,179
171,190
7,124
99,128
110,177
139,147
1,11
152,195
89,97
140,141
138,169
83,162
30,197
163,199
74,171
39,138
50,77
192,194
89,176
135,146
198,198
160,188
106,157
90,175
126,179
112,127
155,193
179,195
4,126
84,113
70,162
18,133
63,115
139,173
98,142
135,162
86,148
103,188
190,196
30,179
60,114
40,42
150,167
90,186
81,101
198,199
148,189
36,69
115,184
42,147
134,176
160,183
198,199
186,186
30,124
5,35
176,185
187,191
37,90
51,103
196,199
144,193
16,133
59,166
48,174
67,173
12,102
133,143
129,177
60,112
131,187
69,156
147,167
177,182
111,155
193,195
192,199
169,170
52,89
125,199
59,100
0,196
198,199
48,97
101,105
1,131
168,168
3,65
12,98
107,159
184,193
169,175
63,136
51,103
45,81
109,147
58,98
38,162
145,172
145,185
109,196
5,33
165,197
184,184
2,3
136,162
5,103
189,199
49,197
65,72
57,180
154,175
13,167
181,183
18,76
108,131
19,28
122,154
57,192
184,192
157,186
121,175
144,179
9,22
48,150
127,141
34,99
7,74
179,192
94,130
147,183
27,94
124,128
63,111
58,111
126,163
81,141
161,183
122,160
138,164
198,199
75,130
170,179
180,183
77,198
42,88
183,187
112,143
151,188
84,150
96,158
27,73
99,154
97,110
160,172
134,162
58,193
93,192
158,178
15,89
116,118
100,114
195,196
119,177
77,143
90,112
117,189
36,156
30,143
25,85
142,151
185,187
45,53
125,176
7,38
78,189
88,119
194,196
155,197
38,189
85,102
6,187
198,198
172,191
51,67
153,169
147,147
128,137
125,132
44,53
191,195
25,156
124,144
79,143
31,69
33,177
113,183
12,175
42,176
148,177
12,105
1,18
62,102
69,134
11,14
69,161
112,133
171,178
148,176
115,146
139,194
8,17
194,195
168,195
101,147
114,164
115,146
36,50
125,159
114,135
150,171
163,187
79,168
187,199
175,185
194,198
180,188
54,133
24,108
83,89
179,185
54,117
111,123
127,167
131,171
11,121
90,147
100,114
26,109
142,177
175,192
171,181
179,179
8,179
180,184
192,193
117,140
39,193
19,170
185,196
89,140
166,187
172,178
130,156
133,138
50,64
108,197
121,191
83,93
4,172
133,163
58,161
63,181
98,150
72,149
81,83
23,26
34,98
55,110
141,150
86,128
181,187
194,198
174,191
65,142
115,171
47,92
192,194
54,123
108,110
84,102
24,47
173,193
7,88
44,160
126,169
172,181
107,136
8,68
68,99
52,173
68,99
135,145
133,164
144,176
175,199
44,74
63,103
79,154
80,197
95,149
111,160
19,78
142,193
26,82
43,77
194,195
60,121
63,185
61,196
157,169
18,46
79,173
83,135
195,198
199,199
90,178
83,98
195,196
108,199
110,192
157,190
172,192
133,172
27,117
138,177
88,192
156,195
98,180
161,178
95,122
181,199
184,192
77,159
67,73
114,163
196,196
5,135
135,184
107,193
2,154
59,132
187,197
99,176
143,169
45,191
9,105
93,132
163,196
105,167
185,187
119,157
24,89
137,199
50,73
70,159
80,113
85,184
2,21
131,153
148,168
147,151
124,185
100,145
76,99
92,151
162,173
81,99
25,150
167,191
137,172
80,109
91,113
100,119
56,147
58,170
81,144
137,155
102,105
120,160
34,177
180,191
113,181
148,175
146,197
123,133
148,160
8,59
112,188
161,183
130,145
7,62
30,136
69,161
177,195
120,136
139,143
54,125
47,157
189,189
135,177
74,104
143,143
150,165
51,57
8,91
70,170
139,191
38,78
171,194
37,195
141,142
165,183
81,184
154,165
23,35
46,112
164,186
169,189
155,187
122,189
47,52
145,184
89,99
197,198
180,199
116,185
62,98
97,126
42,162
177,199
67,90
0,26
177,187
90,161
46,197
153,191
11,109
98,174
85,185
144,155
129,185
59,120
90,153
169,185
145,160
96,104
67,91
76,131
187,197
106,171
104,114
136,148
175,178
189,192
24,193
190,193
72,177
136,179
111,195
189,192
136,146
89,120
174,180
45,123
58,113
109,155
161,178
141,192
194,199
75,87
63,172
195,199
48,94
116,122
41,182
114,190
15,89
4,68
138,138
133,169
82,180
40,74
188,198
14,170
3,19
54,107
195,195
60,146
1,57
127,149
147,147
186,198
151,155
175,196
38,146
71,107
192,198
199,199
29,101
35,88
71,167
187,188
50,174
142,144
25,36
138,143
189,191
45,119
191,195
142,191
143,186
78,105
92,118
164,199
165,199
37,63
121,196
115,181
175,192
130,189
168,172
164,175
191,192
99,185
8,58
77,143
150,156
182,188
199,199
107,116
51,102
187,199
80,90
166,173
52,73
39,163
18,166
8,76
60,60
126,163
117,153
11,137
75,192
199,199
133,170
49,116
199,199
151,178
123,137
111,114
20,181
92,133
156,178
13,175
1,142
7,47
185,186
47,137
147,194
165,192
1,126
100,116
41,91
79,181
23,188
188,197
62,72
192,198
159,160
42,197
65,128
3,74
47,92
69,186
72,138
178,198
113,117
20,64
187,188
89,176
174,189
8,89
40,107
35,192
10,106
0,158
8,64
44,163
178,180
167,189
113,173
109,127
20,51
175,188
25,63
10,99
79,140
98,116
186,199
115,160
196,196
158,195
64,84
103,140
98,197
166,191
61,107
148,199
186,196
142,171
41,183
192,198
118,171
48,87
36,55
139,153
80,176
166,194
185,196
121,140
34,81
37,79
117,118
123,168
122,185
191,193
93,197
103,125
108,193
44,79
71,88
45,181
141,195
19,199
35,94
103,197
66,179
184,193
136,142
3,71
195,197
119,132
195,198
199,199
35,145
23,189
28,189
73,77
186,187
102,155
66,175
130,184
13,166
56,196
99,146
33,177
79,124
109,166
13,120
104,179
61,125
68,162
164,168
88,148
31,165
3,44
125,184
165,197
126,160
50,68
163,163
129,169
39,63
41,83
164,184
103,177
41,149
47,177
43,133
31,91
84,192
0,157
83,161
83,173
116,176
187,198
59,160
15,48
56,140
198,199
45,104
157,170
132,168
132,159
81,134
148,149
152,160
162,165
173,189
126,145
140,155
54,67
57,157
24,150
146,173
37,176
120,176
21,93
20,91
165,171
147,154
97,129
159,171
123,188
80,174
159,188
72,124
58,181
51,110
197,199
45,67
172,181
3,36
117,155
118,138
165,197
29,101
150,191
91,185
88,198
164,199
191,193
148,182
30,172
193,196
132,185
67,138
15,73
39,49
47,153
97,157
149,190
166,194
122,187
55,124
67,186
11,129
29,97
112,139
87,175
18,46
92,185
112,155
132,146
158,181
105,171
52,111
25,142
0,73
114,176
142,193
109,117
72,182
51,99
194,198
69,106
45,48
150,167
44,193
155,156
178,179
174,196
62,160
12,21
127,153
164,183
50,51
95,197
151,189
22,91
127,158
165,185
101,107
102,180
172,197
136,145
163,171
133,175
23,66
73,86
29,53
9,21
92,179
12,84
193,193
169,184
157,194
135,175
173,195
38,85
34,57
164,181
99,120
96,171
169,192
159,186
186,194
99,141
183,196
188,199
100,191
54,107
69,93
147,166
160,182
170,175
54,65
51,82
2,37
113,184
38,165
123,186
116,123
4,28
189,199
152,176
190,195
24,133
58,152
85,148
64,135
20,43
175,192
23,162
88,88
166,169
84,111
103,114
10,83
11,176
175,178
33,104
62,87
65,88
0,30
128,158
71,173
0,163
80,109
26,149
94,186
172,196
118,132
169,191
166,185
34,45
176,180
191,191
95,125
69,167
121,135
103,120
147,186
15,164
160,196
160,179
128,189
33,73
166,180
2,49
122,124
95,133
138,192
7,191
81,146
71,139
66,113
121,160
92,170
123,125
122,153
97,148
21,56
112,175
85,108
186,192
88,97
96,187
134,172
158,167
111,138
44,61
90,127
189,199
91,156
108,112
173,183
40,68
32,115
47,130
87,158
77,151
60,134
182,191
55,147
79,87
90,116
49,191
149,199
191,196
58,185
36,118
129,183
183,191
191,198
5,146
168,178
70,188
175,181
102,153
0,93
146,199
78,126
93,130
90,107
195,196
24,159
27,162
56,56
115,152
118,164
8,22
40,155
178,179
8,151
93,95
194,199
182,193
79,189
69,169
150,180
0,10
38,103
119,166
196,196
45,82
105,114
126,171
50,171
96,188
7,112
194,198
91,94
183,187
66,152
188,197
165,181
119,166
24,188
162,164
150,162
122,182
130,184
55,116
37,71
80,174
88,197
135,138
94,99
141,157
103,143
50,79
151,192
194,199
158,173
29,114
75,149
199,199
178,198
188,191
22,192
42,59
139,151
23,146
166,192
30,66
86,140
55,188
8,46
73,89
17,94
43,104
66,136
156,187
32,190
10,165
132,152
190,197
105,159
40,61
149,178
1,5
117,152
136,161
39,162
168,192
176,195
124,145
11,68
133,196
49,131
166,172
25,184
59,63
5,8
66,152
131,152
55,135
114,153
173,181
35,71
169,182
13,196
11,96
86,145
115,119
70,115
132,179
136,161
30,179
19,59
42,74
151,189
75,138
135,148
32,57
174,186
72,167
143,192
196,199
76,175
111,144
134,162
108,111
135,155
5,129
170,187
56,57
39,56
145,158
50,79
8,124
120,173
83,146
30,105
53,71
100,105
74,79
187,188
172,184
113,126
12,128
92,158
195,199
121,196
60,152
135,198
34,184
154,186
25,70
47,146
17,199
132,162
198,199
15,132
82,87
54,187
46,159
125,156
20,137
157,196
35,37
20,116
89,174
149,187
190,195
42,162
80,126
33,171
118,188
7,92
117,143
159,173
83,154
47,52
16,87
101,195
114,194
115,143
91,141
17,90
133,154
131,155
142,149
163,168
74,132
116,127
116,172
172,177
122,133
148,155
9,188
115,190
129,189
153,170
182,193
139,191
3,59
57,130
146,155
164,179
1,129
163,198
28,34
4,87
107,153
45,85
148,196
44,155
40,67
125,151
195,199
29,133
111,146
17,179
76,104
143,145
196,196
161,175
148,168
89,131
149,180
55,181
82,181
190,191
43,130
50,173
104,198
194,196
187,188
69,93
6,53
73,126
12,27
180,188
73,124
46,135
124,198
12,122
49,108
0,66
65,167
70,112
130,183
17,193
175,192
79,137
51,168
153,174
158,185
85,144
154,168
67,83
0,151
161,168
75,111
61,95
95,143
133,189
49,131
56,140
51,113
15,169
0,101
18,111
41,130
145,181
172,184
122,199
144,179
17,49
130,178
19,101
66,136
92,124
5,100
113,124
106,121
2,101
121,163
125,164
64,87
184,188
15,43
5,142
111,177
113,137
122,149
28,189
112,115
163,170
45,140
138,140
113,148
52,161
12,125
185,191
123,125
98,122
156,197
160,186
78,156
116,123
9,55
130,171
101,148
17,153
161,166
158,175
119,194
124,197
73,175
127,198
89,99
25,28
41,121
173,192
62,198
92,157
10,55
85,104
106,185
43,109
132,164
30,159
34,141
133,173
64,68
168,172
39,181
144,184
31,33
69,134
163,163
19,24
171,181
35,121
10,169
42,149
164,187
180,189
27,30
104,115
144,187
104,157
69,100
30,178
167,169
113,180
122,125
87,141
114,180
72,171
35,111
127,136
130,195
107,192
0,128
160,166
50,78
137,160
90,196
162,175
83,108
119,171
46,63
2,56
188,199
137,138
40,140
175,196
134,151
122,126
89,123
85,186
132,165
48,73
23,27
184,185
173,184
65,155
45,71
193,194
188,189
141,157
158,181
174,179
192,193
86,156
197,197
97,98
66,153
54,197
172,194
166,196
12,100
102,116
114,124
184,189
149,195
142,192
199,199
150,157
124,163
90,146
75,136
183,190
59,152
6,74
73,188
114,128
23,103
163,188
158,197
153,177
119,150
149,172
51,144
150,198
183,192
115,123
48,99
180,187
152,177
13,107
131,156
190,193
17,152
135,185
32,160
59,153
185,190
150,169
5,133
25,101
4,159
119,133
48,83
15,175
133,133
42,127
69,168
151,154
134,192
170,195
88,145
147,191
66,90
130,168
120,120
148,188
5,39
53,106
85,128
86,193
184,193
122,192
104,182
193,196
161,179
117,197
23,184
5,158
64,178
31,114
144,195
140,176
92,170
21,23
38,62
104,118
120,175
176,183
135,181
135,145
12,70
144,189
66,98
156,176
127,148
20,53
160,178
42,101
197,197
119,197
114,124
154,170
38,136
29,107
79,117
64,196
24,94
58,163
100,148
130,175
59,135
132,132
179,183
158,167
19,141
28,179
41,59
180,188
98,172
132,193
30,148
71,93
121,127
85,152
179,187
59,106
34,38
151,155
93,184
105,192
137,140
158,181
67,157
58,153
191,196
79,93
158,161
10,130
181,193
74,160
198,198
175,188
162,164
18,109
4,69
169,188
168,192
114,141
138,167
175,176
130,173
157,158
120,160
30,108
46,129
68,69
144,160
42,181
159,167
169,171
177,196
39,69
123,175
188,194
178,181
103,123
190,197
184,197
196,197
186,186
188,189
130,158
21,50
154,187
174,177
118,147
165,184
5,177
35,76
156,156
28,56
105,118
98,124
169,186
32,32
154,171
35,89
110,183
22,152
28,87
113,114
170,183
189,197
47,162
31,189
64,176
85,168
160,195
46,173
176,193
152,170
89,165
106,190
50,116
112,125
104,175
193,196
30,198
48,148
51,69
193,195
186,192
166,166
125,165
172,185
1,140
127,136
84,177
54,94
70,168
192,197
81,198
55,122
155,194
135,168
112,131
36,147
25,175
171,193
8,149
76,123
61,174
42,140
137,169
112,179
23,195
100,191
179,191
78,193
104,133
173,180
106,120
86,90
189,196
189,193
76,190
50,52
169,181
163,171
197,197
99,156
4,18
157,176
107,124
150,187
120,150
182,183
39,50
163,163
143,148
128,188
9,165
196,199
118,132
26,104
9,145
179,199
40,178
97,103
49,193
117,167
0,47
23,116
133,177
88,185
131,189
182,197
55,194
188,199
146,164
81,154
9,19
16,50
111,168
135,194
8,172
146,157
181,192
141,182
15,172
83,110
104,168
57,188
89,191
24,92
0,96
193,194
193,198
46,65
131,189
80,169
102,142
47,91
131,137
25,157
145,169
14,125
187,190
148,198
145,176
194,198
158,196
116,128
124,149
163,171
138,174
102,197
142,189
73,75
60,145
10,62
67,136
158,168
182,186
177,190
53,74
114,129
56,147
170,181
172,199
195,198
154,155
146,156
171,195
155,161
163,188
93,178
136,190
119,160
195,199
7,164
163,189
61,63
160,177
64,192
151,163
95,198
13,45
156,184
84,179
3,46
17,158
63,96
6,63
44,79
87,189
107,196
186,194
169,169
74,145
63,84
186,186
170,172
68,199
38,78
170,186
72,181
9,39
177,198
103,122
102,175
194,197
39,102
128,183
135,198
195,199
63,150
77,199
84,193
47,107
89,115
27,94
4,181
137,198
38,84
147,179
163,194
35,147
153,161
68,119
57,186
141,156
128,142
152,168
153,164
165,186
12,123
135,188
186,192
120,197
44,97
94,181
160,194
169,196
6,102
41,196
149,189
14,45
89,195
19,135
26,130
22,180
21,168
27,133
41,61
166,182
158,163
101,192
145,182
124,165
141,146
75,138
48,130
161,180
65,126
49,179
31,142
0,170
100,143
147,188
26,64
25,72
190,190
189,199
174,186
188,188
17,103
104,137
35,44
7,134
93,151
169,178
185,185
65,143
149,181
178,197
33,142
121,186
154,168
97,154
28,71
183,187
41,154
94,180
166,195
172,198
67,69
4,112
